1, forest, regions_unexplored:alpha_grove, minecraft:allay, CREATURE, 5, 1, 1
6863, savanna, minecraft:savanna, born_in_chaos_v1:dread_hound, MONSTER, 10, 2, 3
6864, savanna, minecraft:savanna, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
6865, savanna, minecraft:savanna, born_in_chaos_v1:scarlet_persecutor, MONSTER, 5, 1, 2
6866, savanna, minecraft:savanna, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
6867, savanna, minecraft:savanna, born_in_chaos_v1:zombie_bruiser, MONSTER, 15, 3, 5
6868, savanna, minecraft:savanna, born_in_chaos_v1:siamese_skeletons, MONSTER, 10, 2, 3
6869, savanna, minecraft:savanna, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 2
6870, savanna, minecraft:savanna, endermanoverhaul:savanna_enderman, MONSTER, 5, 1, 2
6871, savanna, minecraft:savanna, creeperoverhaul:savannah_creeper, MONSTER, 10, 2, 3

6872, savanna, minecraft:savanna_plateau, minecraft:chicken, CREATURE, 15, 2, 4
6873, savanna, minecraft:savanna_plateau, minecraft:cow, CREATURE, 20, 2, 4
6874, savanna, minecraft:savanna_plateau, minecraft:donkey, CREATURE, 10, 2, 3
6875, savanna, minecraft:savanna_plateau, minecraft:horse, CREATURE, 15, 2, 4
6876, savanna, minecraft:savanna_plateau, minecraft:pig, CREATURE, 15, 2, 4
6877, savanna, minecraft:savanna_plateau, alexsmobs:gazelle, CREATURE, 25, 2, 3
6878, savanna, minecraft:savanna_plateau, alexsmobs:raccoon, CREATURE, 10, 2, 3
6879, savanna, minecraft:savanna_plateau, alexsmobs:elephant, CREATURE, 15, 1, 2
6880, savanna, minecraft:savanna_plateau, alexsmobs:emu, CREATURE, 20, 3, 5
6881, savanna, minecraft:savanna_plateau, alexsmobs:kangaroo, CREATURE, 10, 2, 3
6882, savanna, minecraft:savanna_plateau, alexsmobs:rhinoceros, CREATURE, 5, 1, 2
6883, savanna, minecraft:savanna_plateau, iceandfire:cockatrice, CREATURE, 5, 1, 1
6884, savanna, minecraft:savanna_plateau, legendarycreatures:wisp, CREATURE, 10, 2, 3
6885, savanna, minecraft:savanna_plateau, alexsmobs:fly, AMBIENT, 15, 3, 5
6886, savanna, minecraft:savanna_plateau, minecraft:creeper, MONSTER, 10, 2, 3
6887, savanna, minecraft:savanna_plateau, minecraft:enderman, MONSTER, 5, 1, 2
6888, savanna, minecraft:savanna_plateau, minecraft:skeleton, MONSTER, 15, 3, 5
6889, savanna, minecraft:savanna_plateau, minecraft:spider, MONSTER, 10, 2, 3
6890, savanna, minecraft:savanna_plateau, minecraft:witch, MONSTER, 5, 1, 2
6891, savanna, minecraft:savanna_plateau, minecraft:zombie, MONSTER, 20, 3, 5
6892, savanna, minecraft:savanna_plateau, minecraft:zombie_villager, MONSTER, 10, 2, 3
6893, savanna, minecraft:savanna_plateau, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
6894, savanna, minecraft:savanna_plateau, graveyard:nightmare, MONSTER, 5, 1, 2
6895, savanna, minecraft:savanna_plateau, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
6896, savanna, minecraft:savanna_plateau, born_in_chaos_v1:skeleton_demoman, MONSTER, 10, 2, 3
6897, savanna, minecraft:savanna_plateau, born_in_chaos_v1:decaying_zombie, MONSTER, 15, 3, 5
6898, savanna, minecraft:savanna_plateau, born_in_chaos_v1:door_knight, MONSTER, 5, 1, 2
6899, savanna, minecraft:savanna_plateau, born_in_chaos_v1:restless_spirit, MONSTER, 5, 1, 2
6900, savanna, minecraft:savanna_plateau, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
6901, savanna, minecraft:savanna_plateau, born_in_chaos_v1:dark_vortex, MONSTER, 5, 1, 2
6902, savanna, minecraft:savanna_plateau, born_in_chaos_v1:dread_hound, MONSTER, 10, 2, 3
6903, savanna, minecraft:savanna_plateau, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
6904, savanna, minecraft:savanna_plateau, born_in_chaos_v1:scarlet_persecutor, MONSTER, 5, 1, 2
6905, savanna, minecraft:savanna_plateau, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
6906, savanna, minecraft:savanna_plateau, born_in_chaos_v1:zombie_bruiser, MONSTER, 15, 3, 5
6907, savanna, minecraft:savanna_plateau, born_in_chaos_v1:siamese_skeletons, MONSTER, 10, 2, 3
6908, savanna, minecraft:savanna_plateau, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 2
6909, savanna, minecraft:savanna_plateau, endermanoverhaul:savanna_enderman, MONSTER, 5, 1, 2
6910, savanna, minecraft:savanna_plateau, creeperoverhaul:savannah_creeper, MONSTER, 10, 2, 3

6911, none, regions_unexplored:scorching_caves, minecraft:axolotl, AXOLOTLS, 5, 2, 4
6912, none, regions_unexplored:scorching_caves, minecraft:bat, AMBIENT, 40, 1, 2
6913, none, regions_unexplored:scorching_caves, alexsmobs:cockroach, AMBIENT, 15, 1, 3
6914, none, regions_unexplored:scorching_caves, alexsmobs:underminer, AMBIENT, 10, 1, 2
6915, none, regions_unexplored:scorching_caves, quark:stoneling, CREATURE, 5, 1, 2
6916, none, regions_unexplored:scorching_caves, quark:toretoise, CREATURE, 10, 1, 2
6917, none, regions_unexplored:scorching_caves, minecraft:glow_squid, UNDERGROUND_WATER_CREATURE, 20, 2, 3
6918, none, regions_unexplored:scorching_caves, minecraft:cave_spider, MONSTER, 15, 2, 3
6919, none, regions_unexplored:scorching_caves, minecraft:creeper, MONSTER, 15, 2, 3
6920, none, regions_unexplored:scorching_caves, minecraft:enderman, MONSTER, 10, 1, 2
6921, none, regions_unexplored:scorching_caves, minecraft:silverfish, MONSTER, 10, 1, 3
6922, none, regions_unexplored:scorching_caves, minecraft:skeleton, MONSTER, 15, 2, 3
6923, none, regions_unexplored:scorching_caves, minecraft:slime, MONSTER, 20, 2, 3
6924, none, regions_unexplored:scorching_caves, minecraft:spider, MONSTER, 10, 1, 2
6925, none, regions_unexplored:scorching_caves, minecraft:witch, MONSTER, 5, 1, 1
6926, none, regions_unexplored:scorching_caves, minecraft:zombie, MONSTER, 20, 2, 3
6927, none, regions_unexplored:scorching_caves, minecraft:zombie_villager, MONSTER, 10, 2, 2
6928, none, regions_unexplored:scorching_caves, mowziesmobs:grottol, MONSTER, 5, 1, 1
6929, none, regions_unexplored:scorching_caves, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
6930, none, regions_unexplored:scorching_caves, graveyard:ghoul, MONSTER, 10, 2, 3
6931, none, regions_unexplored:scorching_caves, graveyard:revenant, MONSTER, 5, 1, 2
6932, none, regions_unexplored:scorching_caves, graveyard:nightmare, MONSTER, 5, 1, 2
6933, none, regions_unexplored:scorching_caves, alexsmobs:centipede_head, MONSTER, 3, 1, 1
6934, none, regions_unexplored:scorching_caves, alexsmobs:rocky_roller, MONSTER, 10, 1, 1
6935, none, regions_unexplored:scorching_caves, alexsmobs:murmur, MONSTER, 1, 1, 1
6936, none, regions_unexplored:scorching_caves, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
6937, none, regions_unexplored:scorching_caves, born_in_chaos_v1:decaying_zombie, MONSTER, 15, 2, 4
6938, none, regions_unexplored:scorching_caves, born_in_chaos_v1:restless_spirit, MONSTER, 10, 2, 3
6939, none, regions_unexplored:scorching_caves, born_in_chaos_v1:phantom_creeper, MONSTER, 5, 1, 2
6940, none, regions_unexplored:scorching_caves, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
6941, none, regions_unexplored:scorching_caves, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
6942, none, regions_unexplored:scorching_caves, born_in_chaos_v1:scarlet_persecutor, MONSTER, 5, 1, 2
6943, none, regions_unexplored:scorching_caves, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
6944, none, regions_unexplored:scorching_caves, born_in_chaos_v1:swarmer, MONSTER, 10, 2, 3
6945, none, regions_unexplored:scorching_caves, born_in_chaos_v1:spiritof_chaos, MONSTER, 5, 1, 2
6946, none, regions_unexplored:scorching_caves, endermanoverhaul:cave_enderman, MONSTER, 5, 1, 2
6947, none, regions_unexplored:scorching_caves, quark:forgotten, MONSTER, 5, 1, 1
6948, none, regions_unexplored:scorching_caves, creeperoverhaul:cave_creeper, MONSTER, 10, 2, 3

6949, savanna, biomesoplenty:scrubland, minecraft:chicken, CREATURE, 15, 2, 4
6950, savanna, biomesoplenty:scrubland, minecraft:cow, CREATURE, 20, 2, 4
6951, savanna, biomesoplenty:scrubland, minecraft:donkey, CREATURE, 10, 2, 3
6952, savanna, biomesoplenty:scrubland, minecraft:horse, CREATURE, 15, 2, 4
6953, savanna, biomesoplenty:scrubland, minecraft:pig, CREATURE, 15, 2, 4
6954, savanna, biomesoplenty:scrubland, alexsmobs:gazelle, CREATURE, 25, 2, 3
6955, savanna, biomesoplenty:scrubland, alexsmobs:raccoon, CREATURE, 10, 2, 3
6956, savanna, biomesoplenty:scrubland, alexsmobs:elephant, CREATURE, 15, 1, 2
6957, savanna, biomesoplenty:scrubland, alexsmobs:emu, CREATURE, 20, 3, 5
6958, savanna, biomesoplenty:scrubland, alexsmobs:kangaroo, CREATURE, 10, 2, 3
6959, savanna, biomesoplenty:scrubland, alexsmobs:rhinoceros, CREATURE, 5, 1, 2
6960, savanna, biomesoplenty:scrubland, iceandfire:cockatrice, CREATURE, 5, 1, 1
6961, savanna, biomesoplenty:scrubland, legendarycreatures:wisp, CREATURE, 10, 2, 3
6962, savanna, biomesoplenty:scrubland, alexsmobs:fly, AMBIENT, 15, 3, 5
6963, savanna, biomesoplenty:scrubland, minecraft:creeper, MONSTER, 10, 2, 3
6964, savanna, biomesoplenty:scrubland, minecraft:enderman, MONSTER, 5, 1, 2
6965, savanna, biomesoplenty:scrubland, minecraft:skeleton, MONSTER, 15, 3, 5
6966, savanna, biomesoplenty:scrubland, minecraft:spider, MONSTER, 10, 2, 3
6967, savanna, biomesoplenty:scrubland, minecraft:witch, MONSTER, 5, 1, 2
6968, savanna, biomesoplenty:scrubland, minecraft:zombie, MONSTER, 20, 3, 5
6969, savanna, biomesoplenty:scrubland, minecraft:zombie_villager, MONSTER, 10, 2, 3
6970, savanna, biomesoplenty:scrubland, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
6971, savanna, biomesoplenty:scrubland, graveyard:nightmare, MONSTER, 5, 1, 2
6972, savanna, biomesoplenty:scrubland, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
6973, savanna, biomesoplenty:scrubland, born_in_chaos_v1:skeleton_demoman, MONSTER, 10, 2, 3
6974, savanna, biomesoplenty:scrubland, born_in_chaos_v1:decaying_zombie, MONSTER, 15, 3, 5
6975, savanna, biomesoplenty:scrubland, born_in_chaos_v1:door_knight, MONSTER, 5, 1, 2
6976, savanna, biomesoplenty:scrubland, born_in_chaos_v1:restless_spirit, MONSTER, 5, 1, 2
6977, savanna, biomesoplenty:scrubland, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
6978, savanna, biomesoplenty:scrubland, born_in_chaos_v1:dark_vortex, MONSTER, 5, 1, 2
6979, savanna, biomesoplenty:scrubland, born_in_chaos_v1:dread_hound, MONSTER, 10, 2, 3
6980, savanna, biomesoplenty:scrubland, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
6981, savanna, biomesoplenty:scrubland, born_in_chaos_v1:scarlet_persecutor, MONSTER, 5, 1, 2
6982, savanna, biomesoplenty:scrubland, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
6983, savanna, biomesoplenty:scrubland, born_in_chaos_v1:zombie_bruiser, MONSTER, 15, 3, 5
6984, savanna, biomesoplenty:scrubland, born_in_chaos_v1:siamese_skeletons, MONSTER, 10, 2, 3
6985, savanna, biomesoplenty:scrubland, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 2
6986, savanna, biomesoplenty:scrubland, endermanoverhaul:savanna_enderman, MONSTER, 5, 1, 2
6987, savanna, biomesoplenty:scrubland, creeperoverhaul:savannah_creeper, MONSTER, 10, 2, 3

6988, forest, biomesoplenty:seasonal_forest, minecraft:allay, CREATURE, 5, 1, 1
6989, forest, biomesoplenty:seasonal_forest, minecraft:bee, CREATURE, 15, 2, 4
6990, forest, biomesoplenty:seasonal_forest, minecraft:chicken, CREATURE, 25, 2, 4
6991, forest, biomesoplenty:seasonal_forest, minecraft:cow, CREATURE, 20, 2, 3
6992, forest, biomesoplenty:seasonal_forest, minecraft:donkey, CREATURE, 5, 1, 2
6993, forest, biomesoplenty:seasonal_forest, minecraft:horse, CREATURE, 5, 1, 2
6994, forest, biomesoplenty:seasonal_forest, minecraft:mooshroom, CREATURE, 2, 1, 1
6995, forest, biomesoplenty:seasonal_forest, minecraft:mule, CREATURE, 5, 1, 1
6996, forest, biomesoplenty:seasonal_forest, minecraft:pig, CREATURE, 25, 2, 4
6997, forest, biomesoplenty:seasonal_forest, minecraft:rabbit, CREATURE, 15, 2, 3
6998, forest, biomesoplenty:seasonal_forest, minecraft:sheep, CREATURE, 25, 2, 4
6999, forest, biomesoplenty:seasonal_forest, minecraft:wolf, CREATURE, 15, 2, 3
7000, forest, biomesoplenty:seasonal_forest, alexsmobs:grizzly_bear, CREATURE, 5, 1, 2
7001, forest, biomesoplenty:seasonal_forest, alexsmobs:hummingbird, CREATURE, 15, 2, 3
7002, forest, biomesoplenty:seasonal_forest, alexsmobs:raccoon, CREATURE, 10, 2, 3
7003, forest, biomesoplenty:seasonal_forest, alexsmobs:crow, CREATURE, 10, 2, 3
7004, forest, biomesoplenty:seasonal_forest, alexsmobs:bald_eagle, CREATURE, 5, 1, 2
7005, forest, biomesoplenty:seasonal_forest, alexsmobs:bunfungus, CREATURE, 5, 1, 2
7006, forest, biomesoplenty:seasonal_forest, alexsmobs:sugar_glider, CREATURE, 10, 2, 3
7007, forest, biomesoplenty:seasonal_forest, legendarycreatures:forest_mojo, CREATURE, 5, 1, 2
7008, forest, biomesoplenty:seasonal_forest, legendarycreatures:hound, CREATURE, 15, 1, 2
7009, forest, biomesoplenty:seasonal_forest, legendarycreatures:wisp, CREATURE, 10, 2, 3
7010, forest, biomesoplenty:seasonal_forest, minecraft:creeper, MONSTER, 10, 1, 2
7011, forest, biomesoplenty:seasonal_forest, minecraft:enderman, MONSTER, 5, 1, 1
7012, forest, biomesoplenty:seasonal_forest, minecraft:pillager, MONSTER, 5, 1, 2
7013, forest, biomesoplenty:seasonal_forest, minecraft:skeleton, MONSTER, 5, 1, 2
7014, forest, biomesoplenty:seasonal_forest, minecraft:spider, MONSTER, 5, 1, 2
7015, forest, biomesoplenty:seasonal_forest, minecraft:witch, MONSTER, 3, 1, 1
7016, forest, biomesoplenty:seasonal_forest, minecraft:zombie, MONSTER, 10, 1, 2
7017, forest, biomesoplenty:seasonal_forest, minecraft:zombie_villager, MONSTER, 5, 1, 1
7018, forest, biomesoplenty:seasonal_forest, mutantmonsters:mutant_zombie, MONSTER, 2, 1, 1
7019, forest, biomesoplenty:seasonal_forest, graveyard:reaper, MONSTER, 3, 1, 1
7020, forest, biomesoplenty:seasonal_forest, graveyard:corrupted_pillager, MONSTER, 5, 1, 2
7021, forest, biomesoplenty:seasonal_forest, graveyard:skeleton_creeper, MONSTER, 3, 1, 1
7022, forest, biomesoplenty:seasonal_forest, graveyard:ghoul, MONSTER, 5, 1, 2
7023, forest, biomesoplenty:seasonal_forest, graveyard:revenant, MONSTER, 5, 1, 2
7024, forest, biomesoplenty:seasonal_forest, graveyard:wraith, MONSTER, 3, 1, 1
7025, forest, biomesoplenty:seasonal_forest, graveyard:nightmare, MONSTER, 2, 1, 1
7026, forest, biomesoplenty:seasonal_forest, iceandfire:troll, MONSTER, 2, 1, 1
7027, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:decaying_zombie, MONSTER, 5, 1, 2
7028, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:baby_skeleton, MONSTER, 3, 1, 1
7029, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:barrel_zombie, MONSTER, 5, 1, 2
7030, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:phantom_creeper, MONSTER, 2, 1, 1
7031, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:restless_spirit, MONSTER, 3, 1, 1
7032, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:bonescaller, MONSTER, 2, 1, 1
7033, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:bone_imp, MONSTER, 3, 1, 1
7034, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:dark_vortex, MONSTER, 2, 1, 1
7035, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:dread_hound, MONSTER, 5, 1, 2
7036, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 3, 1, 1
7037, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:scarlet_persecutor, MONSTER, 2, 1, 1
7038, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:dire_hound_leader, MONSTER, 3, 1, 1
7039, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
7040, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:bloody_gadfly, MONSTER, 10, 2, 3
7041, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:zombie_bruiser, MONSTER, 5, 1, 2
7042, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:zombie_lumberjack, MONSTER, 5, 1, 2
7043, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:siamese_skeletons, MONSTER, 3, 1, 1
7044, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:baby_spider, MONSTER, 5, 1, 2
7045, forest, biomesoplenty:seasonal_forest, born_in_chaos_v1:nightmare_stalker, MONSTER, 2, 1, 1
7046, forest, biomesoplenty:seasonal_forest, mowziesmobs:lantern, AMBIENT, 10, 2, 3
7047, forest, biomesoplenty:seasonal_forest, alexsmobs:fly, AMBIENT, 10, 2, 3

7048, forest, biomesoplenty:seasonal_orchard, minecraft:allay, CREATURE, 5, 1, 1
7049, forest, biomesoplenty:seasonal_orchard, minecraft:bee, CREATURE, 15, 2, 4
7050, forest, biomesoplenty:seasonal_orchard, minecraft:chicken, CREATURE, 25, 2, 4
7051, forest, biomesoplenty:seasonal_orchard, minecraft:cow, CREATURE, 20, 2, 3
7052, forest, biomesoplenty:seasonal_orchard, minecraft:donkey, CREATURE, 5, 1, 2
7053, forest, biomesoplenty:seasonal_orchard, minecraft:horse, CREATURE, 5, 1, 2
7054, forest, biomesoplenty:seasonal_orchard, minecraft:mooshroom, CREATURE, 2, 1, 1
7055, forest, biomesoplenty:seasonal_orchard, minecraft:mule, CREATURE, 5, 1, 1
7056, forest, biomesoplenty:seasonal_orchard, minecraft:pig, CREATURE, 25, 2, 4
7057, forest, biomesoplenty:seasonal_orchard, minecraft:rabbit, CREATURE, 15, 2, 3
7058, forest, biomesoplenty:seasonal_orchard, minecraft:sheep, CREATURE, 25, 2, 4
7059, forest, biomesoplenty:seasonal_orchard, minecraft:wolf, CREATURE, 15, 2, 3
7060, forest, biomesoplenty:seasonal_orchard, alexsmobs:grizzly_bear, CREATURE, 5, 1, 2
7061, forest, biomesoplenty:seasonal_orchard, alexsmobs:hummingbird, CREATURE, 15, 2, 3
7062, forest, biomesoplenty:seasonal_orchard, alexsmobs:raccoon, CREATURE, 10, 2, 3
7063, forest, biomesoplenty:seasonal_orchard, alexsmobs:crow, CREATURE, 10, 2, 3
7064, forest, biomesoplenty:seasonal_orchard, alexsmobs:bald_eagle, CREATURE, 5, 1, 2
7065, forest, biomesoplenty:seasonal_orchard, alexsmobs:bunfungus, CREATURE, 5, 1, 2
7066, forest, biomesoplenty:seasonal_orchard, alexsmobs:sugar_glider, CREATURE, 10, 2, 3
7067, forest, biomesoplenty:seasonal_orchard, legendarycreatures:forest_mojo, CREATURE, 5, 1, 2
7068, forest, biomesoplenty:seasonal_orchard, legendarycreatures:hound, CREATURE, 15, 1, 2
7069, forest, biomesoplenty:seasonal_orchard, legendarycreatures:wisp, CREATURE, 10, 2, 3
7070, forest, biomesoplenty:seasonal_orchard, minecraft:creeper, MONSTER, 10, 1, 2
7071, forest, biomesoplenty:seasonal_orchard, minecraft:enderman, MONSTER, 5, 1, 1
7072, forest, biomesoplenty:seasonal_orchard, minecraft:pillager, MONSTER, 5, 1, 2
7073, forest, biomesoplenty:seasonal_orchard, minecraft:skeleton, MONSTER, 5, 1, 2
7074, forest, biomesoplenty:seasonal_orchard, minecraft:spider, MONSTER, 5, 1, 2
7075, forest, biomesoplenty:seasonal_orchard, minecraft:witch, MONSTER, 3, 1, 1
7076, forest, biomesoplenty:seasonal_orchard, minecraft:zombie, MONSTER, 10, 1, 2
7077, forest, biomesoplenty:seasonal_orchard, minecraft:zombie_villager, MONSTER, 5, 1, 1
7078, forest, biomesoplenty:seasonal_orchard, mutantmonsters:mutant_zombie, MONSTER, 2, 1, 1
7079, forest, biomesoplenty:seasonal_orchard, graveyard:reaper, MONSTER, 3, 1, 1
7080, forest, biomesoplenty:seasonal_orchard, graveyard:corrupted_pillager, MONSTER, 5, 1, 2
7081, forest, biomesoplenty:seasonal_orchard, graveyard:skeleton_creeper, MONSTER, 3, 1, 1
7082, forest, biomesoplenty:seasonal_orchard, graveyard:ghoul, MONSTER, 5, 1, 2
7083, forest, biomesoplenty:seasonal_orchard, graveyard:revenant, MONSTER, 5, 1, 2
7084, forest, biomesoplenty:seasonal_orchard, graveyard:wraith, MONSTER, 3, 1, 1
7085, forest, biomesoplenty:seasonal_orchard, graveyard:nightmare, MONSTER, 2, 1, 1
7086, forest, biomesoplenty:seasonal_orchard, iceandfire:troll, MONSTER, 2, 1, 1
7087, forest, biomesoplenty:seasonal_orchard, born_in_chaos_v1:decaying_zombie, MONSTER, 5, 1, 2
7088, forest, biomesoplenty:seasonal_orchard, born_in_chaos_v1:baby_skeleton, MONSTER, 3, 1, 1
7089, forest, biomesoplenty:seasonal_orchard, born_in_chaos_v1:barrel_zombie, MONSTER, 5, 1, 2
7090, forest, biomesoplenty:seasonal_orchard, born_in_chaos_v1:phantom_creeper, MONSTER, 2, 1, 1
7091, forest, biomesoplenty:seasonal_orchard, born_in_chaos_v1:restless_spirit, MONSTER, 3, 1, 1
7092, forest, biomesoplenty:seasonal_orchard, born_in_chaos_v1:bonescaller, MONSTER, 2, 1, 1
7093, forest, biomesoplenty:seasonal_orchard, born_in_chaos_v1:bone_imp, MONSTER, 3, 1, 1
7094, forest, biomesoplenty:seasonal_orchard, born_in_chaos_v1:dark_vortex, MONSTER, 2, 1, 1
7095, forest, biomesoplenty:seasonal_orchard, born_in_chaos_v1:dread_hound, MONSTER, 5, 1, 2
7096, forest, biomesoplenty:seasonal_orchard, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 3, 1, 1
7097, forest, biomesoplenty:seasonal_orchard, born_in_chaos_v1:scarlet_persecutor, MONSTER, 2, 1, 1
